code,title,slug,url,contributor,game_name,code,stamp,mainboard_type,mainboard_circled_letters,mainboard_panel_position,mainboard_calendar,mainboard_year,mainboard_month,mainboard_week,u1_role,u1_kind,u1_label,u1_manufacturer,u1_calendar,u1_year,u1_month,u1_week,u2_role,u2_kind,u2_label,u2_manufacturer,u2_calendar,u2_year,u2_month,u2_week,u3_role,u3_kind,u3_label,u3_manufacturer,u3_calendar,u3_year,u3_month,u3_week,u4_role,u4_kind,u4_label,u4_manufacturer,u4_calendar,u4_year,u4_month,u4_week,u5_role,u5_kind,u5_label,u5_manufacturer,u5_calendar,u5_year,u5_month,u5_week,u6_role,u6_kind,u6_label,u6_manufacturer,u6_calendar,u6_year,u6_month,u6_week,u7_role,u7_kind,u7_label,u7_manufacturer,u7_calendar,u7_year,u7_month,u7_week,x1_role,x1_kind,x1_label,x1_manufacturer,x1_calendar,x1_year,x1_month,x1_week,battery_kind,battery_label,battery_manufacturer,battery_calendar,battery_year,battery_month,battery_week,dump_crc32,dump_md5,dump_sha1,dump_sha256
AGB-TCHK-1,Entry #1,smelly-ghost-1,https://gbhwdb.gekkio.fi/cartridges/AGB-TCHK-1/smelly-ghost-1.html,Smelly-Ghost,AGS Aging Cartridge (World) (Rev 1) (v7.0) (Test Program),,,AGB-E03-10,I,M-3,September/2002,2002,September,,ROM,MR26V3210F,AGB-TCHK-1 H2 R26V3210F-087 244A239,OKI,Week 44/2002,2002,,44,EEPROM,9853,9853 2A46,ROHM,October/2002,2002,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12953a9b75d70b85dfb0375f95fcaf60784bee0559048aa1789091f6d38e3228
AGB-U32P-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-U32P-0/3615retro-1.html,3615Retro,"Boktai 2 - Solar Boy Django (Europe) (En,Fr,De,Es,It)",AGB-U32P-EUR-1,22 E3,AGB-E18-01,I,L-6,November/2004,2004,November,,ROM,MR27V12813M,AGB-U32P-0 J2 R27V12813M-0D2 5175204J,OKI,Week 17/2005,2005,,17,EEPROM,9854,9854 5E34W,ROHM,2005,2005,,,RTC,S-3511A,S3511 AVE3 5195,Seiko Instruments Inc.,March/2005,2005,March,,Unknown,,49DJYYK 74LV4040A,,,,,,Unknown,,T272C 49M A8H6,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR1616,,,,,,,748189b5,66c0b2e21872f8e9af56292d881c1516,eeacdf5a9d3d2173a4a96689b72dc6b7ad92153c,8a8cc80b597fa30f0792fd0d7e9b006552e4dbcf521b025563be268f7a2351d9
AGB-U33J-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-U33J-0/3615retro-1.html,3615Retro,Shin Bokura no Taiyou - Gyakushuu no Sabata (Japan),AGB-U33J-JPN,12 E3,AGB-E18-02,I,D-1,June/2005,2005,June,,ROM,MR27V12813M,AGB-U33J-0 J2 R27V12813M-0F3 5255218J,OKI,Week 25/2005,2005,,25,EEPROM,9854,9854 5K74W,ROHM,2005,2005,,,RTC,S-3511A,S3511 AVE5 8225,Seiko Instruments Inc.,May/2005,2005,May,,Unknown,,49DK08K 74LV4040A,,,,,,Unknown,,T272C 54M CEF5,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR1616,,,,,,,af453162,fbad88c14dcedefe6c70b06adcd0a0db,2651c5e6875ac60abff734510d152166d211c87c,0b170fc99def2ca5bdebbfd642327e135304adba1e3e0bfd5d66cdd298adb90f
AGB-U33J-0,Entry #1,hdr-1,https://gbhwdb.gekkio.fi/cartridges/AGB-U33J-0/hdr-1.html,HDR,Shin Bokura no Taiyou - Gyakushuu no Sabata (Japan),AGB-U33J-JPN,E3,AGB-E18-02,I,A-6,May/2005,2005,May,,ROM,MX23L12807-12C,M052658-MG MX23L12807-12C AGB-U33J-0 J2 2L709300,Macronix,Week 26/2005,2005,,26,EEPROM,9854,9854 5K73W,ROHM,2005,2005,,,RTC,S-3511A,S3511 AV63 5677,Seiko Instruments Inc.,March/2006,2006,March,,Unknown,,49DK0 4K 74LV4040A,,,,,,Unknown,,T272C 49M C2N9,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR1616,,,,,,,,,,0b170fc99def2ca5bdebbfd642327e135304adba1e3e0bfd5d66cdd298adb90f
AGB-U3IP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-U3IP-0/3615retro-1.html,3615Retro,"Boktai - The Sun Is in Your Hand (Europe) (En,Fr,De,Es,It)",AGB-U3IP-EUR,22,AGB-E18-01,I,B-1,March/2004,2004,March,,ROM,MX23L12807-12C,M042058-M MX23L12807-12C AGB-U3IP-0 J2 2I819502A1,Macronix,Week 20/2004,2004,,20,EEPROM,9854,9854 4J06W,ROHM,2004,2004,,,RTC,S-3511A,S3511 AV39 4632,Seiko Instruments Inc.,September/2003,2003,September,,Unknown,,39D5LCK 74LV4040A,,,,,,Unknown,,T272C 37M A4E4,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR1616,,,,,,,9686c36b,c8b49c53003b8d9a15d91a5a5d5cc91b,64f7bf0f0560f6e94da33b549d3206678b29f557,214285b09200848d5f8639a688051a627ec4aa648e078ad6d77579633822dd6c
AGB-V49E-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/AGB-V49E-0/3615retro-1.html,3615Retro,Drill Dozer (USA),AGB-V49E-USA,09 E3,AGB-ARC-01,I,E-6,December/2005,2005,December,,ROM,MX23L6407-12C1,S055057-MG MX23L6407-12C1 AGB-V49E-0 I2 2N105900A1,Macronix,Week 50/2005,2005,,50,RAM,MB85R256S,JAPAN MB85R256S 0540 M50 E1,Fujitsu,Week 40/2005,2005,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e60ec183,14dab12e795098988d46b96885170538,c1058cc2482b91204100cc8515da99aeb06773f5,95b8a2b69103dcbc6fae3504d6c8d93609f3e228444749670592cefcd6bcf47f
CGB-A22X-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-A22X-0/ikk5-1.html,ikk5,"John Romero's Daikatana (Europe) (En,Fr,It)",CGB-A22X-EUR,11,DMG-A06-01,I,3,July/2000,2000,July,,ROM,MSM538011E,CGB-A22X-0 F1 M538011E-T6 0345427,OKI,Week 34/2000,2000,,34,Mapper,MBC5,07AF68T MBC5 2417,Texas Instruments,July/2000,2000,July,,RAM,LH5164AN-10L,LH5164AN-10L SHARP A0024 7 CB,Sharp,Week 24/2000,2000,,24,Supervisor & Reset,MM1134A,019 134A,Mitsumi,Week 19/2000,2000,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-07,,July/2000,2000,July,,,,,
CGB-A3HP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-A3HP-0/ikk5-1.html,ikk5,Konami Winter Games (Europe),CGB-A3HP-EUR,20,DMG-A06-01,A,1,November/1999,1999,November,,ROM,MSM538011E,CGB-A3HP-0 F1 M538011E-D1 001232R,OKI,Week 1/2000,2000,,1,Mapper,MBC5,MBC5 P-1 947U5M,Panasonic,Week 47/1999,1999,,47,RAM,BR6265BF-10SL,BR6265BF-10SL 949 144N,ROHM,Week 49/1999,1999,,49,Supervisor & Reset,MM1134A,949 134A,Mitsumi,Week 49/1999,1999,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,99-12,,December/1999,1999,December,,,,,
CGB-AA6P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AA6P-0/ikk5-1.html,ikk5,"Asterix - Sur la Trace D'Idefix (Europe) (En,Fr,De,Es,It,Nl)",CGB-AA6P-FAH,22,DMG-A07-01,I,4,October/2003,2003,October,,ROM,MSM538011E,CGB-AA6P-0 F1 M538011E-H6 2365402,OKI,Week 36/2002,2002,,36,Mapper,MBC5,MBC-5 BU3650K 245 H93,ROHM,Week 45/2002,2002,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AAUK-0,Entry #1,smelly-ghost-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AAUK-0/smelly-ghost-1.html,Smelly-Ghost,Pocket Monsters Geum (Korea),CGB-AAUK-KOR,22,DMG-KGDU-10,I,2,September/2002,2002,September,,ROM,MX23C1603-12A,E052804-MG MX23C1603-12A CGB-AAUK-0 G2 1D4499A2A1,Macronix,Week 28/2005,2005,,28,Mapper,MBC3B,MBC3 B P-2 134U3D,Panasonic,Week 34/2001,2001,,34,RAM,BS62LV256SCG70,BSI BS62LV256SCG70 S2828CA30125.A D05502 TAIWAN,BSI,Week 50/2005,2005,,50,Supervisor & Reset,BA6735,6735 5721,ROHM,July/2005,2005,July,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,9c273e86e6120c6a038160ccb0153b8b20425b84fc08a496281c1d1bcac492f6
CGB-AAUK-0,Entry #2,smelly-ghost-2,https://gbhwdb.gekkio.fi/cartridges/CGB-AAUK-0/smelly-ghost-2.html,Smelly-Ghost,Pocket Monsters Geum (Korea),CGB-AAUK-KOR,22,DMG-KGDU-10,I,2,March/2002,2002,March,,ROM,MX23C1603-12A,S021304-M MX23C1603-12A CGB-AAUK-0 G2 1D3118C2B0,Macronix,Week 13/2002,2002,,13,Mapper,MBC3B,MBC-3 B BU3634K 144 H46,ROHM,Week 44/2001,2001,,44,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2828W15022 F0140 TAIWAN,BSI,Week 40/2001,2001,,40,Supervisor & Reset,BA6735,6735 1A78,ROHM,October/2001,2001,October,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,9c273e86e6120c6a038160ccb0153b8b20425b84fc08a496281c1d1bcac492f6
CGB-AAXK-0,Entry #1,smelly-ghost-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AAXK-0/smelly-ghost-1.html,Smelly-Ghost,Pocket Monsters Eun (Korea),CGB-AAXK-KOR,20,DMG-KGDU-10,I,6,September/2002,2002,September,,ROM,MX23C1603-12A,M034204-M MX23C1603-12A CGB-AAXK-0 G2 1D0991A2A0,Macronix,Week 42/2003,2003,,42,Mapper,MBC3B,MBC-3 B BU3634K 148 H68,ROHM,Week 48/2001,2001,,48,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2828W13088.1N F0318 TAIWAN,BSI,Week 18/2003,2003,,18,Supervisor & Reset,BA6735,6735 2933,ROHM,September/2002,2002,September,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,ebbac63c0c4309c82dbb6723e7163369784f962b4fd3e2f486075307c3008a22
CGB-ADME-0,Entry #1,smelly-ghost-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ADME-0/smelly-ghost-1.html,Smelly-Ghost,Game Boy Color (World) (Demo) (Kiosk),DIS-CGB-ADME-USA,22,DMG-A07-01,I,3,September/1998,1998,September,,ROM,MSM534011E,CGB-ADME-0 E1 M534011E-09 841232A,OKI,Week 41/1998,1998,,41,Mapper,MBC5,MBC5 LZ9GB31 9838 A,Sharp,Week 38/1998,1998,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1b0b2318383440c73bf942ad828debb78713fc5bc3bda44e1c2ae8ffcc49ae3
CGB-AF9P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AF9P-0/ikk5-1.html,ikk5,"Casper (Europe) (En,Fr,De)",CGB-AF9P-EUR,22,DMG-Z02-01,I,4,September/2000,2000,September,,ROM,,CGB-AF9P-0 S LHMN8MYA JAPAN F1 0040 E,Sharp,Week 40/2000,2000,,40,Mapper,MBC5,08C598T MBC5 2417,Texas Instruments,August/2000,2000,August,,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S282721023 F0028 TAIWAN,BSI,Week 28/2000,2000,,28,Supervisor & Reset,BA6735,6735 0898,ROHM,August/2000,2000,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-08,,August/2000,2000,August,,,,,
CGB-AFIP-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AFIP-0/mattcurrie-1.html,mattcurrie,"F-1 World Grand Prix (Europe) (En,Fr,De,Es)",CGB-AFIP-AUS,34,DMG-A08-01,I,6,June/1999,1999,June,,ROM,,CGB-AFIP-0 S LH537MTJ JAPAN G2 9929 D,Sharp,Week 29/1999,1999,,29,Mapper,MBC5,MBC5 LZ9GB31 9922 A,Sharp,Week 22/1999,1999,,22,RAM,HY6264ALJ-10,HY6264A LJ-10 9814B KOREA,Hyundai,Week 14/1998,1998,,14,Supervisor & Reset,MM1134A,915 134A,Mitsumi,Week 15/1999,1999,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
CGB-AHYE-0,Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYE-0/irfon-jones-1.html,Irfon Jones,"Super Mario Bros. Deluxe (USA, Europe)",CGB-AHYE-USA,34,DMG-A06-01,K,6,April/1999,1999,April,,ROM,,CGB-AHYE-0 S LH538WV9 JAPAN F1 9916 D,Sharp,Week 16/1999,1999,,16,Mapper,MBC5,MBC5 P-1 907U3L,Panasonic,Week 7/1999,1999,,7,RAM,HY6264ALLJ-10,HY6264A LLJ-10 9902B KOREA,Hyundai,Week 2/1999,1999,,2,Supervisor & Reset,BA6735,6735 8C19,ROHM,December/1998,1998,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
CGB-AHYE-1,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYE-1/beckybecky125-1.html,beckybecky125,"Super Mario Bros. Deluxe (USA, Europe) (Rev 1)",CGB-AHYE-USA-1,15A,DMG-A06-01,I,2,June/2001,2001,June,,ROM,MSM538011E,CGB-AHYE-1 F1 M538011E-L3 1315426,OKI,Week 31/2001,2001,,31,Mapper,MBC5,13D039T MBC5 2417,Texas Instruments,March/2001,2001,March,,RAM,W2465S-70LL,Winbond W2465S-70LL 120AD20206840-II1RA,Winbond,Week 20/2001,2001,,20,Supervisor & Reset,MM1134A,127 134A,Mitsumi,Week 27/2001,2001,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,01-07,,July/2001,2001,July,,90ab047b,1fd75c2b798c04acd4b99ad2f1006280,07295cd60ae44183ebecb013930727e0404169d5,db81dd4acbd0c7a3b9004f169ee278450c764c842ae777abd28073fbedf4078b
CGB-AHYP-1,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYP-1/ikk5-1.html,ikk5,"Super Mario Bros. Deluxe (USA, Europe) (Rev 1)",CGB-AHYP-EUR-4,11A,DMG-A06-01,NC,4,August/2001,2001,August,,ROM,MX23C8005-12,C013249-M MX23C8005-12 CGB-AHYP-1 F1 1D4530A2,Macronix,Week 32/2001,2001,,32,Mapper,MBC5,14A6X8T MBC5 2417,Texas Instruments,April/2001,2001,April,,RAM,BR6265BF-10SL,BR6265BF-10SL 128 161N,ROHM,Week 28/2001,2001,,28,Supervisor & Reset,BA6735,6735 1841,ROHM,August/2001,2001,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,01-07,,July/2001,2001,July,,,,,
CGB-AHYP-2,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYP-2/3615retro-1.html,3615Retro,Super Mario Bros. Deluxe (Europe) (Rev 2),CGB-AHYP-EUR-4,15B,DMG-A06-01,I,1,September/2002,2002,September,,ROM,MX23C8005-12,S033749-M MX23C8005-12 CGB-AHYP-2 F1 1D1226A4,Macronix,Week 37/2003,2003,,37,Mapper,MBC5,MBC-5 BU3650K 245 H19,ROHM,Week 45/2002,2002,,45,RAM,BR6265BF-10SL,BR6265BF-10SL 322 138N,ROHM,Week 22/2003,2003,,22,Supervisor & Reset,BA6735,6735 2932,ROHM,September/2002,2002,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,62bbae83,b5a71128227f5bc953fd55cb0025807f,254f2254e9d54e2501e3e4ebe09491e03573a6a4,c06af1a1c2a804e4169fd9bfd6eee7073545d88c97febc96c345dd10efd77547
CGB-AI2P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AI2P-0/ikk5-1.html,ikk5,"Caesars Palace II (USA, Europe)",CGB-AI2P-EUR,11,DMG-A06-01,Y,1,July/1999,1999,July,,ROM,MX23C8005-12,S993449-M MX23C8005-12 CGB-AI2P-0 F1 1A9785A2,Macronix,Week 34/1999,1999,,34,Mapper,MBC5,MBC5 LZ9GB31 9849 A,Sharp,Week 49/1998,1998,,49,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9931 1 EB,Sharp,Week 31/1999,1999,,31,Supervisor & Reset,MM1134A,920 134A,Mitsumi,Week 20/1999,1999,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,99-08,,August/1999,1999,August,,,,,
CGB-AJOD-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AJOD-0/ikk5-1.html,ikk5,Janosch - Das grosse Panama-Spiel (Germany),CGB-AJOD-NOE,34,DMG-A07-01,MB,6,February/2000,2000,February,,ROM,,CGB-AJOD-0 S LH538WK7 JAPAN F1 0011 D,Sharp,Week 11/2000,2000,,11,Mapper,MBC5,MBC5 LZ9GB31 AL08 A,Sharp,Week 8/2000,2000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AJUP-0,Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AJUP-0/missingno-force-1.html,Missingno_force,"Jeremy McGrath Supercross 2000 (USA, Europe)",CGB-AJUP-EUR,22,DMG-A07-01,MB,6,February/2000,2000,February,,ROM,MX23C8005-12,C001349-M MX23C8005-12 CGB-AJUP-0 F1 1B6601B1,Macronix,Week 13/2000,2000,,13,Mapper,MBC5,MBC-5 BU3650K 006 H37,ROHM,Week 6/2000,2000,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ALCP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ALCP-0/ikk5-1.html,ikk5,Missile Command (Europe),CGB-ALCP-EUR,22,DMG-A07-01,I,6,September/1999,1999,September,,ROM,μPD23C8001EJGW,CGB-ALCP-0 F1 N-8001EJGW-K11 9940K7003,NEC,Week 40/1999,1999,,40,Mapper,MBC5,MBC5 P-1 939U2M,Panasonic,Week 39/1999,1999,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ALMP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ALMP-0/3615retro-1.html,3615Retro,"Looney Tunes Collector - Martian Alert! (Europe) (En,Fr,De,Es,It,Nl)",CGB-ALMP-FRA,34,DMG-A08-01,K,4,March/2000,2000,March,,ROM,μPD23C16019WG5,CGB-ALMP-0 G2 N-16019WG5-M42 0012K7011,NEC,Week 12/2000,2000,,12,Mapper,MBC5,MBC5 P-1 007U3M,Panasonic,Week 7/2000,2000,,7,RAM,W2465S-70LL,Winbond W2465S-70LL 008QD20010740-II1RA,Winbond,Week 8/2000,2000,,8,Supervisor & Reset,MM1134A,007 134A,Mitsumi,Week 7/2000,2000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,5d85dfad,9562a0aad16857f2f1a8e4169163c18a,645c4cf67faf33248d2102f137a605de94305796,db7d9b473efdd7580fedd3af50cbd359231201c8d6b5aca75fd2678b9b74a25e
CGB-ALQP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ALQP-0/3615retro-1.html,3615Retro,"Lucky Luke (Europe) (En,Fr,De,Es)",CGB-ALQP-FAH,22,DMG-A07-01,MB,5,October/1999,1999,October,,ROM,,CGB-ALQP-0 S LH538WWZ JAPAN F1 9943 D,Sharp,Week 43/1999,1999,,43,Mapper,MBC5,MBC5 LZ9GB31 9936 A,Sharp,Week 36/1999,1999,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412fb57c,eb76fda958f100fb791111b928ffe46f,36b59251751a55285dbedc3bd4b33b2c73b811c9,ebe7df5da026f653a16ef58758d4ba6765246f043d2e7f72571327bb4148ecfa
CGB-AM9P-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AM9P-0/ikk5-1.html,ikk5,"Moomin's Tale (Europe) (En,Fr,De)",CGB-AM9P-EUR,12,DMG-A07-01,K,1,October/2000,2000,October,,ROM,MSM538011E,CGB-AM9P-0 F1 M538011E-3B 0445415,OKI,Week 44/2000,2000,,44,Mapper,MBC5,MBC-5 BU3650K 042 145,ROHM,Week 42/2000,2000,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AOVP-0,Entry #1,gdsn-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AOVP-0/gdsn-1.html,gdsn,"Pong - The Next Level (USA, Europe)",CGB-AOVP-EUR,13,DMG-A07-01,K,6,February/2000,2000,February,,ROM,MX23C8005-12,C001149-M MX23C8005-12 CGB-AOVP-0 F1 1B5780A1,Macronix,Week 11/2000,2000,,11,Mapper,MBC5,MBC5 LZ9GB31 AK52 A,Sharp,Week 52/2000,2000,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AOXP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AOXP-0/ikk5-1.html,ikk5,"Armorines - Project S.W.A.R.M. (USA, Europe) (En,De)",CGB-AOXP-EUR,09,DMG-A07-01,MB,5,October/1999,1999,October,,ROM,,CGB-AOXP-0 S LH538WL0 JAPAN F1 9949 E,Sharp,Week 49/1999,1999,,49,Mapper,MBC5,MBC5 P-1 944U4M,Panasonic,Week 44/1999,1999,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AOZP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AOZP-0/ikk5-1.html,ikk5,Dogz (Europe),CGB-AOZP-EUR,22,DMG-A06-01,I,4,February/2000,2000,February,,ROM,MSM538011E,CGB-AOZP-0 F1 M538011E-F3 0112410,OKI,Week 11/2000,2000,,11,Mapper,MBC5,MBC5 LZ9GB31 AL03 A,Sharp,Week 3/2000,2000,,3,RAM,W2465S-70LL,Winbond W2465S-70LL 002SD29265420-II1RA,Winbond,Week 2/2000,2000,,2,Supervisor & Reset,BA6735,6735 0268,ROHM,February/2000,2000,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-02,,February/2000,2000,February,,,,,
CGB-AQOP-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AQOP-0/gekkio-1.html,gekkio,Ready 2 Rumble Boxing (Europe),CGB-AQOP-EUR,22,DMG-A09-01,I,5,February/2000,2000,February,,ROM,,CGB-AQOP-0 S LH537MYR JAPAN G2 0009 D,Sharp,Week 9/2000,2000,,9,Mapper,MBC5,MBC5 LZ9GB31 AK50 A,Sharp,Week 50/2000,2000,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AQOP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AQOP-0/ikk5-1.html,ikk5,Ready 2 Rumble Boxing (Europe),CGB-AQOP-EUU,20,DMG-A09-01,I,4,February/2000,2000,February,,ROM,,CGB-AQOP-0 S LH537MYR JAPAN G2 0009 D,Sharp,Week 9/2000,2000,,9,Mapper,MBC5,MBC-5 BU3650K 004 H93,ROHM,Week 4/2000,2000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AQOP-0,Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AQOP-0/issotm-1.html,ISSOtm,Ready 2 Rumble Boxing (Europe),CGB-AQOP-EUU,20,DMG-A09-01,I,1,January/2000,2000,January,,ROM,,CGB-AQOP-0 S LH537MYR JAPAN G2 0009 D,Sharp,Week 9/2000,2000,,9,Mapper,MBC5,MBC-5 BU3650K 004 H93,ROHM,Week 4/2000,2000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AQYP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AQYP-0/ikk5-1.html,ikk5,Qix Adventure (Europe),CGB-AQYP-EUR,22,DMG-Z02-01,NC,2,October/2000,2000,October,,ROM,MSM538011E,CGB-AQYP-0 F1 M538011E-3D 0475417,OKI,Week 47/2000,2000,,47,Mapper,MBC5,MBC5 P 042U1M,Panasonic,Week 42/2000,2000,,42,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0043 KOREA,Hyundai,Week 43/2000,2000,,43,Supervisor & Reset,BA6735,6735 0A55,ROHM,October/2000,2000,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,00-09,,September/2000,2000,September,,,,,
CGB-ARNP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ARNP-0/ikk5-1.html,ikk5,"Mickey's Racing Adventure (USA, Europe) (En,Fr,De,Es,It)",CGB-ARNP-EUR,20,DMG-A08-01,MB,1,September/1999,1999,September,,ROM,MX23C3203-12 1,M994495-M MX23C3203-12 1 CGB-ARNP-0 H2 1Q6630A1,Macronix,Week 44/1999,1999,,44,Mapper,MBC5,MBC5 P-1 942U3M,Panasonic,Week 42/1999,1999,,42,RAM,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9945 3 EB,Sharp,Week 45/1999,1999,,45,Supervisor & Reset,MM1134A,940 134A,Mitsumi,Week 40/1999,1999,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,,,,,,,,,,
CGB-ASNP-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ASNP-0/mattcurrie-1.html,mattcurrie,"Smurfs Nightmare, The (Europe) (En,Fr,De,Es)",CGB-ASNP-EUR,22,DMG-A07-01,I,3,January/1999,1999,January,,ROM,MX23C8005-12,S990149-M MX23C8005-12 CGB-ASNP-0 F1 1A3238A1,Macronix,Week 1/1999,1999,,1,Mapper,MBC5,MBC5 P-1 850U5L,Panasonic,Week 50/1998,1998,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
